,chart_position,track,artist,streams,url
48350,191,Never Ever (feat. Sarah),The Rubens,201951,https://open.spotify.com/track/4E2s2lCNKxbWJMwHPMzOfq
48358,199,Sometimes,Cub Sport,196463,https://open.spotify.com/track/2sqpbFR2bFI9nyJS5hqax1
48507,148,Nobody's Home,Mallrat,238205,https://open.spotify.com/track/4OxyYXWVqfqkLIwzffmbLS
48509,150,Day Drunk,Morgan Evans,237542,https://open.spotify.com/track/7nGuT0EfqQ1TXcADEKwB6Q
48552,193,Laps Around The Sun,Ziggy Alberts,203556,https://open.spotify.com/track/68ZVCePM9IP0MSbcmeZuup
49314,155,Miracle Love,Matt Corby,218761,https://open.spotify.com/track/5zxJlZh20vaB1TcZAUZ8Pz
50128,169,Butter,Triple One,209659,https://open.spotify.com/track/2Bf8lKUdOJWg7VVAE0QDCV
50146,187,Think of Me,The Veronicas,196449,https://open.spotify.com/track/3r7L0AZv76PzUI8qRD8Zj8
51939,180,Quits,Flume,206253,https://open.spotify.com/track/5XR4V6uo2NCLkke1DyOcPY
52288,129,Freedom,Chillinit,247211,https://open.spotify.com/track/5c11Dxr9QWdP91TzapVkJJ
52335,176,Good Lord,Birds Of Tokyo,216767,https://open.spotify.com/track/6eYbHXkYM5m3Eg6WJzU3NW
52540,181,I BEEN BORN AGAIN,BROCKHAMPTON,214807,https://open.spotify.com/track/7frG49GBDHPPvxXRVLRwle
52676,117,The Kids Are Coming,Tones And I,280480,https://open.spotify.com/track/76bvw5EDyhm1b3dfsOToYG
52925,166,Jimmy,Tones And I,226926,https://open.spotify.com/track/4kRT3cCwp0uYEqh4hHvxZS
52950,191,Mess Her Up - Single Edit,Amy Shark,214053,https://open.spotify.com/track/3TZgPOKPqzvj2pS4AeGTAu
53343,184,Favours,Hayden James,211993,https://open.spotify.com/track/2qw0O8LXratT32TdreMuup
53357,198,Dazed & Confused,Ruel,203893,https://open.spotify.com/track/2pyjbGTpJCPjMYwCbdymiF
53557,198,Groceries,Mallrat,201979,https://open.spotify.com/track/4x0pNOZ5r6kJMjsvsoliBm
53751,192,Never Be Like You,Flume,201818,https://open.spotify.com/track/12REd1n8PeiHHWOh066tpr
54552,193,Little Things,Jessica Mauboy,210107,https://open.spotify.com/track/240WkSGaUBJMBmHLqS33WA
54724,165,Then What,Illy,217965,https://open.spotify.com/track/5FfZ40feVmKy7AAcVMTgaG
54742,183,Bounce,Samantha Jade,209624,https://open.spotify.com/track/3x0iSm223jC2fMgT3QCn6g
54885,126,Phone Numbers,Dominic Fike,260649,https://open.spotify.com/track/3f9Mzvd3URfbbIJBX4pz9Z
54932,173,Ben 10,ONEFOUR,215840,https://open.spotify.com/track/2JK8HVAU1Jyd8BWNMGc76A
54959,200,Jessie's Girl,Rick Springfield,200417,https://open.spotify.com/track/5RsUlxLto4NZbhJpqJbHfN
55156,197,Lean On Me (feat. Robinson),Illy,201753,https://open.spotify.com/track/02c4wpeXlXxT7Cekkz3kP3
55336,177,IYKYK (They Know Who),Hooligan Hefs,222354,https://open.spotify.com/track/3giOJy1zsagI2miM669sh8
56116,157,Uptown Funk (feat. Bruno Mars),Mark Ronson,245595,https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS
56345,186,Just Friends,Hayden James,208284,https://open.spotify.com/track/3NjyrsDr4qS0L424H4muQd
56892,133,Better in Blak,Thelma Plum,270696,https://open.spotify.com/track/1c5iUY7Zg1SxtROg1yr5ad
56935,176,Bulls On Parade - triple j Like A Version,Denzel Curry,237679,https://open.spotify.com/track/5FI3HtW6HGrQ0LCOBMbNo3
56937,178,Solid Gold,PNAU,236258,https://open.spotify.com/track/7DQ5CZjAQdhgDgdnSXxJ7Z
56949,190,Tokyo Drifting (with Denzel Curry),Glass Animals,226532,https://open.spotify.com/track/3AHqaOkEFKZ6zEHdiplIv7
57081,122,230 Pounds,Chillinit,278548,https://open.spotify.com/track/0OmAtlOzxyfLkK6wChvRWc
57099,140,Ready For The Pain,Chillinit,262005,https://open.spotify.com/track/032nvIsMuiCJKeqvj2lLmM
57114,155,Down for You,Cosmo's Midnight,246512,https://open.spotify.com/track/2nelvMgL7LyIUAYwmmRyy1
57133,174,Soulmates & Strippers (Wait For It),Chillinit,230351,https://open.spotify.com/track/2Yyh7PBIj8PysZ2TYljwon
57134,175,San Frandisco,Dom Dolla,229878,https://open.spotify.com/track/3T00mhdOYUuM5yiuPs3xhs
57136,177,Drink Too Much,G Flip,227820,https://open.spotify.com/track/2KOLMCB4AYd2GApZEGCMeH
57153,194,I Touch Myself - triple j Like A Version,Lime Cordiale,216746,https://open.spotify.com/track/2BrsEZqObLdNQEh6degzqS
57296,137,Other Side,Youngn Lipz,265504,https://open.spotify.com/track/2sL02ODw5gcGXoezFq2Sjd
57301,142,Laying Low,Chillinit,260622,https://open.spotify.com/track/0b93RamitTFJk4hdExzO2h
57555,196,Johnny Run Away,Tones And I,236069,https://open.spotify.com/track/0vHmuAr3iAuGBAqMmraa05
58129,170,Heavy Hearted,The Jungle Giants,241851,https://open.spotify.com/track/3yXgttblOo006gd4eGOvw1
58295,136,Innerbloom,RÜFÜS DU SOL,260092,https://open.spotify.com/track/05kVyNUR9uibHta4jcGTTv
58303,144,Big Jet Plane,Angus & Julia Stone,254049,https://open.spotify.com/track/2fbXJ0VpxhW7j0qcg1DnoZ
58323,164,Brother,Matt Corby,240730,https://open.spotify.com/track/5KrdYQS4U1Emzer8QShBE7
58353,194,Magnolia,Gang of Youths,227362,https://open.spotify.com/track/5f37ixzmpPfGTFytUM66dx
58496,137,F.A.M.E,Hooligan Hefs,260159,https://open.spotify.com/track/1uaRmuadYhzvA8BBBWQKDk
58535,176,Never Be Like You (feat. Kai),Flume,235274,https://open.spotify.com/track/5WI2ltQIdwgzf1SNE76JyR
58549,190,Let Me Down Easy,Gang of Youths,227897,https://open.spotify.com/track/7DPQwyMQADl9Y8oSvSVpfg
58946,187,Cosby Sweater,Hilltop Hoods,211637,https://open.spotify.com/track/6myDPrp86x4Lhyp5aqU0EV
59159,200,Charlie,Mallrat,201236,https://open.spotify.com/track/6SPOM20nWbQSBvTwzgIzqg
59747,188,Run a Muck,Brothers,210003,https://open.spotify.com/track/1XILrunZHhfo9xYQszThLb
60078,119,Neverland,Youngn Lipz,247935,https://open.spotify.com/track/6wW71rjQn2HqFfRwZD0M0c
60330,171,Two Of Us,Birds Of Tokyo,211217,https://open.spotify.com/track/3J24PQsqSAhaYVaIs3I72M
60339,180,Tell Em I'm Doing Eetswa,Hooligan Hefs,208131,https://open.spotify.com/track/1JGb28R23RdtKZYT4XOf7u
60345,186,The Reaper,The Chainsmokers,205715,https://open.spotify.com/track/0g8Dq6OpSmWengqtLrVr77
60916,157,Pretty Lady,Tash Sultana,224453,https://open.spotify.com/track/6XDIGKP7TQ1GLedtCtfshM
61078,119,Way Down,Ocean Alley,263940,https://open.spotify.com/track/7FlY52aY7xq3UCFGRcYMs0
61119,160,Tombstone,Ocean Alley,221335,https://open.spotify.com/track/2kcfGjPU2sSZqGPETdGd6o
61142,183,Waves,Dean Lewis,210379,https://open.spotify.com/track/6w8pFOKn42O418qwcQElZ3
61158,199,No Effect,Hooligan Hefs,203472,https://open.spotify.com/track/6Z4vonpOado2slZz4XFf0P
61671,112,Trap Beats to Listen to for No Reason,Vidwaan Boon,304950,https://open.spotify.com/track/0DIgD7LGzH3KNRjA80W0CH
61750,191,Blue - Flume Remix,Eiffel 65,214868,https://open.spotify.com/track/0chpQTaECrCZBusarf71Ql
61751,192,Inappropriate Behaviour,Lime Cordiale,214475,https://open.spotify.com/track/5ev47QYsBU46zhjnHC3Jmh
61752,193,Paper Route,Hooligan Hefs,214298,https://open.spotify.com/track/2OP902ZzEbVEBoABSMz9xo
61944,185,Exit Sign,Hilltop Hoods,214298,https://open.spotify.com/track/4c2cdWv3GLKoP12tY0OzZl
62109,150,I WISH,The Kid LAROI,264550,https://open.spotify.com/track/0DCurKl71sVFkCIYX0e1cR
62118,159,SAME THING,The Kid LAROI,252827,https://open.spotify.com/track/65VkLMPDUn0ScSD9jDCSuM
62124,165,ERASE U,The Kid LAROI,244525,https://open.spotify.com/track/3IyqvaNhDG8xBXHDkaJKMV
62132,173,SELFISH,The Kid LAROI,237518,https://open.spotify.com/track/57tln4G33fhp8mrFbeM3IJ
62157,198,RUNNING,The Kid LAROI,216716,https://open.spotify.com/track/1onmFJfN0YdkQ5Rrb3tLXN
62287,128,Party With Gang,Hooligan Hefs,286268,https://open.spotify.com/track/3MeeprQTyEHDEfQktfDMhY
62904,145,Same Road,Blueboy,250453,https://open.spotify.com/track/0dOvTutkhaST91CdhDYobK
63533,174,as long as you care,Ruel,232959,https://open.spotify.com/track/0GQqQ7dA7B4mcEktSZaOUp
63738,179,Party Szn,Hooligan Hefs,229482,https://open.spotify.com/track/7lr5eJcQGhKeqdItRcHfiN
63945,186,"Bando Diaries (Remix) [feat. ONEFOUR, Kekra, Noizy & DIVINE]",dutchavelli,233549,https://open.spotify.com/track/7xVgtzZyidBegrjf6npTjW
64356,197,Drops of Jupiter (Tell Me),Train,228167,https://open.spotify.com/track/2hKdd3qO7cWr2Jo0Bcs0MA
64677,118,C'MON (feat. Travis Barker),Amy Shark,278768,https://open.spotify.com/track/1EXNyTN6Ux1sIuea1R8GqE
64718,159,Stand For,Chillinit,253066,https://open.spotify.com/track/3Ck7h4YnBA0rHX7zJedC2h
64748,189,Standing With You,Guy Sebastian,230098,https://open.spotify.com/track/2rE8iPgS5nzvn79HaLIAu4
65358,199,Let's Ride,ONEFOUR,233750,https://open.spotify.com/track/5Sgyh4r442BY1V3NEXhSfu
65518,159,Say It,Youngn Lipz,257774,https://open.spotify.com/track/7nmSUKN4nJlbIpAYD2FNKs
65758,199,"Ain't It Different (feat. AJ Tracey, Stormzy & ONEFOUR)",Headie One,237680,https://open.spotify.com/track/6Sqwv10jkcvjIZBxFtp78l
65954,195,Love Songs,Daryl Braithwaite,245446,https://open.spotify.com/track/5WmPL0RQxooB4si6PuSkUi
66951,192,Love On Display,Guy Sebastian,233770,https://open.spotify.com/track/0uOjJi0sUGKJVx2kT8kVsc
66955,196,Walking On A Dream,Empire of the Sun,230082,https://open.spotify.com/track/286TLtk120rnrmVeQClDTc
67157,198,Choir,Guy Sebastian,232027,https://open.spotify.com/track/640jkbfHDZM8SVBqMnHJg6
67245,86,Down Under,Men At Work,323658,https://open.spotify.com/track/5pSvjjfsh34sLrkYSNGCl4
67265,106,Flame Trees - 2011 Remastered,Cold Chisel,303813,https://open.spotify.com/track/5qBmTXgCdtvCqKc9yrLoWg
67285,126,To Her Door,Paul Kelly,281061,https://open.spotify.com/track/4KZayGognbXUFNLYj4pPxH
67295,136,The Boys Light Up - Remastered,Australian Crawl,272372,https://open.spotify.com/track/687i9z2ZCKNfzpmzs7HxOu
67302,143,Eagle Rock - 2011 Remaster,Daddy Cool,264992,https://open.spotify.com/track/2nCXuFS4Dt4BpHkxA9rhPL
67305,146,Never Tear Us Apart,INXS,263261,https://open.spotify.com/track/1GjbTNFImFrjFsNdleDe78
67306,147,Working Class Man - David Nicholas Mix,Jimmy Barnes,262007,https://open.spotify.com/track/3dFn762F5JW8Wr2DpWDMIv
67318,159,Hyperfine,G Flip,256800,https://open.spotify.com/track/7wDCX3ZABIwxJ7cVGCpk82
67326,167,Holy Grail,Hunters & Collectors,251045,https://open.spotify.com/track/7ieCsfrxC9ssTGUzCL8BHv
67329,170,Great Southern Land,ICEHOUSE,249875,https://open.spotify.com/track/3OmEIZ6bYHqlReQ1YLaRHV
67475,116,Cherub,Ball Park Music,277493,https://open.spotify.com/track/50QieT02ZZJZ5EHDie1dCR
67512,153,Get on the Beers,Mashd N Kutcher,244882,https://open.spotify.com/track/10nAcod21q3CCIYXRSk7AZ
67675,116,Everybody Rise,Amy Shark,275547,https://open.spotify.com/track/3eGmv9sxK60p8XIBLhBtC0
67716,157,I'm Good?,Hilltop Hoods,246058,https://open.spotify.com/track/1EuI95kVxZYLbENy8d6AOI
67753,194,Energy,Stace Cadet,229728,https://open.spotify.com/track/7gOdmNazfs5qdtsgWOB1Z4
67755,196,Robbery,Lime Cordiale,228265,https://open.spotify.com/track/5iAxcPoyxt0HWU5sZToqe5
67756,197,Sending Me Ur Loving,The Jungle Giants,227869,https://open.spotify.com/track/1QwhWld3yDy65MJCeBelCp
67759,200,1955,Hilltop Hoods,226745,https://open.spotify.com/track/6oSmp7qnvAxUXeUKhl67a6
68123,164,too many feelings,Ruel,244844,https://open.spotify.com/track/3tb3sGsGLnSsyUxue8Aetd
68139,180,Live In Life,The Rubens,238368,https://open.spotify.com/track/0k5NkSR70pw7ONsZ2MYU1s
68181,22,Booster Seat,Spacey Jane,662529,https://open.spotify.com/track/5th1bFGGaXLM7wDBJpcF06
68200,41,Josh,Peach PRC,521484,https://open.spotify.com/track/6bVcqoYbuS9h7O5XuxAXcf
68213,54,Love Songs Ain't for Us (feat. Keith Urban),Amy Shark,435143,https://open.spotify.com/track/5s6pQWa3WI2hqe8bYa8Ai9
68242,83,The Thrill,Wiz Khalifa,321714,https://open.spotify.com/track/4wqzOaLxiCRy2Et8tRyNSX
68279,120,Khe Sanh - 2011 Remastered,Cold Chisel,278236,https://open.spotify.com/track/0frIZMaQwtdV4Ee8nhB1te
68305,146,Run to Paradise,Choirboys,255762,https://open.spotify.com/track/6Amt2E3nanH9lhZnas9oOs
68325,166,You Shook Me All Night Long,AC/DC,240934,https://open.spotify.com/track/2SiXAy7TuUkycRVbbWDEpo
68340,181,My Happiness,Powderfinger,235736,https://open.spotify.com/track/2pxxVkNhrRST8fpgA12ru8
68359,200,The Horses,Daryl Braithwaite,227345,https://open.spotify.com/track/5z6a02FGoVsXTrJ4GiVNxE
68523,164,Ice Cold,Netsky,36309,https://open.spotify.com/track/6ROC96qNrDlbWmIKtt93TV
68747,188,On Fire,Oscar and the Wolf,35966,https://open.spotify.com/track/7dvLgy2cZz8CO7ZsS6K7rD
68917,158,Grip (Omarm Me),Bazart,39321,https://open.spotify.com/track/1GxnItymaVqSu8sVlwKq7w
69056,97,Fever,Balthazar,50163,https://open.spotify.com/track/1WxOIfBGKoFu0zJyUDsqYF
69101,142,I’m Never Gonna Let You Down Again,Balthazar,42812,https://open.spotify.com/track/6QX1db1o8uzk7XkF5esBb1
69148,189,Wrong Vibration,Balthazar,37321,https://open.spotify.com/track/18PwvX64MX1RAYqdSPokMr
69733,174,Mutual,Laura Tesoro,39037,https://open.spotify.com/track/7lcHczTxRgE1BMhLRSBd7b
69747,188,Gorik Pt.1,Zwangere Guy,37828,https://open.spotify.com/track/0lU3UGPn2qMyr7UIm9TgqH
70140,181,Wie Is Guy ?,Zwangere Guy,40473,https://open.spotify.com/track/1pMJfptz0iJcuvciL7Rbzg
70145,186,Ellie,Regi,39780,https://open.spotify.com/track/0vJFpxm8SDKAzqtJyVNXFw
70356,197,easy,Henri PFR,35351,https://open.spotify.com/track/5j7EWOABg2RqWt6pDqzHZm
70540,181,Spiegel,Tourist LeMC,37272,https://open.spotify.com/track/3ntgBmbCmFYu3hGpUscH7i
70541,182,Take It,Dom Dolla,37207,https://open.spotify.com/track/3ebXuBiCPdiJeaHRiY0djO
70559,200,Onder Ons,Eefje de Visser,34927,https://open.spotify.com/track/3frXdFRkeTuUlmigAdtd7E
70712,153,Dans DJ Dans!,De Grote Peter Van de Veire Ochtendshow,43173,https://open.spotify.com/track/2mdK5j4UjmRx6WjE2ajU9A
70957,198,Beter Leven,Zwangere Guy,37951,https://open.spotify.com/track/1yqkFfe1Zo3vm7YTodSdCa
71894,135,My Magic Boy,Amanda Wittman,43960,https://open.spotify.com/track/2oNdIagqZiJqX8qfROvHDj
72059,100,Something Beautiful,JLM,52031,https://open.spotify.com/track/4xoD8eU4cH3EL3TjENCMHh
72142,183,Lucifer,Sordal,36842,https://open.spotify.com/track/7g9AUKsevo61UBWioIcybr
72151,192,Would I Lie To You?,Charles & Eddie,36319,https://open.spotify.com/track/62R1MRux3R0v2cngA2xdJn
72252,93,When You're Here,Roger Shah,56916,https://open.spotify.com/track/7GLHr9YBENRMunmXUYQKdZ
72256,97,Tonight,Mastachi,55502,https://open.spotify.com/track/2c56f6A0PIbI8o9JjsPb2y
72931,172,Ordinary,Regi,42729,https://open.spotify.com/track/1D4TcxXCgq6WVrM2JLPffr
72946,187,29,Loïc Nottet,40527,https://open.spotify.com/track/5bIQSxWt7vdjufw4b1Iduo
74138,179,Recognise (feat. Flynn),Lost Frequencies,38196,https://open.spotify.com/track/0XE5gYX1tMmHFPvedjvfBy
74352,193,Zomer,Gers Pardoel,35967,https://open.spotify.com/track/6FkJ3FL7eEfDoMCZrM5A8M
74722,163,Truth Never Lies (feat. Aloe Blacc),Lost Frequencies,39655,https://open.spotify.com/track/5bkncman6z1QUWIgfOW0YQ
74752,193,Wake Me Up Before You Go-Go,Wham!,36694,https://open.spotify.com/track/0ikz6tENMONtK6qGkOrU3c
74958,199,Ain't No Mountain High Enough,Marvin Gaye,36398,https://open.spotify.com/track/7tqhbajSfrz2F7E1Z75ASX
75863,104,Dirty Sprite,Estikay,53199,https://open.spotify.com/track/1ugePqApwRnVThkSLKUn2i
76312,153,Bright Horses,Nick Cave & The Bad Seeds,42282,https://open.spotify.com/track/6wIwQaux8ooqB7nDGBfPuv
76344,185,Spinning Song,Nick Cave & The Bad Seeds,37813,https://open.spotify.com/track/72V81lW2tPby9gn8UYMbxA
76357,198,Waiting for You,Nick Cave & The Bad Seeds,36728,https://open.spotify.com/track/1aaUv9RdPa2zEKvaxbHHpc
76546,187,Wild Eyes,Kate Ryan,40426,https://open.spotify.com/track/4vIG4sQoZmtS7yxDxUBOYC
76698,139,Altijd,Gert Verhulst,45072,https://open.spotify.com/track/4Dh389WW7FrH42zT3ytDdd
76731,172,Steentje,Brihang,41052,https://open.spotify.com/track/1fXl3PEGlLH7te3RjL8aNb
76754,195,Annelies,Niels Destadsbader,38080,https://open.spotify.com/track/2oRK0ZrjI6UTVKYvHd2dsF
76950,191,Table Of Fools,IBE,41800,https://open.spotify.com/track/0QSJddfRGIfStqy0DZ9pvw
77275,116,We Got That Cool (feat. Afrojack & Icona Pop),Yves V,50392,https://open.spotify.com/track/2cFK03sObtI6AK3QKeOT5g
77398,39,Taxi,J Pablo,114338,https://open.spotify.com/track/6jtx6rnsJnZYHegTULD4DK
77423,64,Looking For Somebody,Trobi,74036,https://open.spotify.com/track/1eDJOKcq1Nj5viA19Wsv8L
77549,190,Joost Klein 2,Joost,38964,https://open.spotify.com/track/6GzcVjTvmgsO3RhdE2c653
77597,38,Je t'aime,J Pablo,113705,https://open.spotify.com/track/4suuXjoXbIpnMJppI7zwWf
77640,81,Slow Down,Yacine,62575,https://open.spotify.com/track/0A2HklvmEcEeKsC6qD2Czj
77749,190,Tropa,Twin n Twice,39375,https://open.spotify.com/track/1ACxmxtXt11WMe2LRt4JUR
77939,180,Mia,Gorki,43236,https://open.spotify.com/track/1AvAl5fj5mhoLHVo0to1xr
78033,74,ELLEBOGENWERK,Zwangere Guy,82911,https://open.spotify.com/track/7D6jj7nOWw3s5SoK4lsSXp
78039,80,GUTTERLIJFSTIJL,Zwangere Guy,80822,https://open.spotify.com/track/4xCaSCk1DzUla9sD8c1hPH
78041,82,ZG ALL DAY,Zwangere Guy,79696,https://open.spotify.com/track/4BbxpJNgY2Lb404LMf7XZt
78048,89,GUTTERGANG,Zwangere Guy,75763,https://open.spotify.com/track/1ZNsqzHRxFjXUADPHObXM4
78057,98,SPEKGLAD,Zwangere Guy,72807,https://open.spotify.com/track/3xcTAmNPutLwvQodNd6bKj
78063,104,BRUTAAL,Zwangere Guy,70144,https://open.spotify.com/track/2h423mxiCIELj4DuQ2pre9
78088,129,SIDESHOW BOB,Zwangere Guy,59569,https://open.spotify.com/track/3sCnqYOOOfEKWFSkNiu3el
78114,155,Summer Life (with Jake Reese & OT),Regi,54274,https://open.spotify.com/track/75uubllQ8LCxn54ZYfHOkC
78331,172,GRIJZE ZONE,Zwangere Guy,48189,https://open.spotify.com/track/1JIKbpsJxST9CEqc9Inq3n
78338,179,DAAROM,Zwangere Guy,47126,https://open.spotify.com/track/7kLVOiHmoaN99ppZPOFEVo
78347,188,WAAROM,Zwangere Guy,46365,https://open.spotify.com/track/60L4EAa2omJlchSeKjRbK3
78916,157,NIEMAND,Zwangere Guy,43785,https://open.spotify.com/track/60NOXYJb0vMxWNBiZz5MXy
79268,109,Press,Seedy,67866,https://open.spotify.com/track/460SmBn35lWArK3mHzNbdR
80156,197,We Are the Young,Addal,41481,https://open.spotify.com/track/1cGmFQQ2YtFFeRDZdDPvR8
80332,173,Blij Om Jou Te Zien,Metejoor,45161,https://open.spotify.com/track/4dFbZCxvP6kpg4FD2mQFeU
80339,180,Soldiers of love,#LikeMe Cast,44276,https://open.spotify.com/track/6ntKzrCrUFNm02ceHncigp
80359,200,Maanlicht,Bazart,42434,https://open.spotify.com/track/3pykjHDwXIBSuY0oDck13V
80444,85,Going On (feat. Soran),Henri PFR,68905,https://open.spotify.com/track/33AfYCpyXYCNxhboztDv47
80449,90,Loving Myself (feat. Raphaella),Henri PFR,65986,https://open.spotify.com/track/3KKrA8p6gzpYC44JmThaEq
80507,148,J.Lo,Yung Mavu,47161,https://open.spotify.com/track/0ycxEGnuGUdvPZaoTZbAzd
81533,174,Afscheid nemen bestaat niet,#LikeMe Cast,47595,https://open.spotify.com/track/4ORVVrHsuMR2cW3dY3OgxC
81542,183,ROTJOCH,Zwangere Guy,46905,https://open.spotify.com/track/4i8EtpgIg0YQKaCC4rtrqr
81552,193,Sun is Shining,Lost Frequencies,45588,https://open.spotify.com/track/5ucCPnp8gVYluxSXiy4J5d
81705,146,Ik Wil Jou - Live Uit Liefde Voor Muziek,André Hazes Jr.,49687,https://open.spotify.com/track/2kB0hHP9PVFEGwkErmx0Ib
81899,140,Teken Van Leven - Uit Liefde Voor Muziek,Gene Thomas,50680,https://open.spotify.com/track/1PB4gds0rSJlqkNNwoDuD4
82106,147,Mr/Mme,Loïc Nottet,47810,https://open.spotify.com/track/5U4E7D8SoJEjRMZfi2q9HU
82321,162,Zeg het vandaag (uit Liefde Voor Muziek),Peter Vanlaet,45519,https://open.spotify.com/track/3bRUdzMG9Vgy3uCTFUW5ur
82339,180,Als Je Alles Weet - Live Uit Liefde Voor Muziek,André Hazes Jr.,43645,https://open.spotify.com/track/5xroygQsUDOmD6bSm2sJoG
82545,186,Flamingo - Uit Liefde Voor Muziek,Sean Dhondt,42208,https://open.spotify.com/track/2OkYJG8aWmZadY7W37B0Zz
82551,192,Vrienden,5NAPBACK,41040,https://open.spotify.com/track/0ktD04ojDFaaTiKc1hwMRr
82682,123,Voor Altijd - Live Uit Liefde Voor Muziek,André Hazes Jr.,57809,https://open.spotify.com/track/6dHAMV4SgW2Z66DaTU7A9L
82692,133,Dancing In The Dark - Live Uit Liefde Voor Muziek,The Starlings,55457,https://open.spotify.com/track/7408xCO47b3jEFv5QIcKVt
82701,142,Honey - Live Uit Liefde Voor Muziek,The Starlings,52862,https://open.spotify.com/track/3uJouzR6n0PBW9dJauj8kk
82735,176,Leef - Uit Liefde Voor Muziek,Sean Dhondt,46103,https://open.spotify.com/track/5OcugQ3kdcyPPne6YsyfXB
82740,181,Houd De Dief - Uit Liefde Voor Muziek,Karen Damen,45783,https://open.spotify.com/track/2C2zUnNmSD57Dlk6MUycLH
82743,184,And We Keep Waiting - Live Uit Liefde Voor Muziek,The Starlings,45715,https://open.spotify.com/track/0ITVSX41iwvhuUNQtNeFPQ
82749,190,Wolves - Uit Liefde Voor Muziek,Regi,45347,https://open.spotify.com/track/0zekKipGYjzq06U0Q4ej9T
82750,191,Il Nous Faut - Uit Liefde Voor Muziek,Regi,45179,https://open.spotify.com/track/7wtfoICFP31JawXNTrxszi
82754,195,For You - Live Uit Liefde Voor Muziek,The Starlings,45100,https://open.spotify.com/track/4mpHi47dKyZ6UUEwUdvi32
82868,109,Press Pause,Laura Tesoro,57392,https://open.spotify.com/track/0l6PuQb2FZY8CrGWkz7R5z
82894,135,Mij En M'n Gitaar - Uit Liefde Voor Muziek,Gene Thomas,51328,https://open.spotify.com/track/1g27oH0ijGXkwECDvyBaU1
83107,148,Ongrijpbaar - Uit Liefde Voor Muziek,Gene Thomas,50595,https://open.spotify.com/track/1HX2B869MVBadyQXJMXLoA
83340,181,Alles Uit Het Leven - Uit Liefde Voor Muziek,Regi,42276,https://open.spotify.com/track/2whR03O0sqoEOH8JvHDw2w
83522,163,Doe Het Licht Maar Uit - Live Uit Liefde Voor Muziek,André Hazes Jr.,44909,https://open.spotify.com/track/0SdFiVg1fV2UvjcGWs9MBy
83549,190,Ordinary - Uit Liefde Voor Muziek,Sean Dhondt,42275,https://open.spotify.com/track/2YSjUSX6XkfjcFGzvj9pCr
83751,192,They Don’t Know - Uit Liefde Voor Muziek,Regi,42237,https://open.spotify.com/track/2BWYUl4qDIIAIt0nnUez1X
84152,193,Little Submarine - Live Uit Liefde Voor Muziek,The Starlings,42428,https://open.spotify.com/track/3L1gjIIH6Ia9bDbLpPBsug
85045,86,Ik Wil Je,Joost,74320,https://open.spotify.com/track/5HuK8KUntbXEoUjVt1OU0H
85146,187,Whatever It Takes,Milow,45361,https://open.spotify.com/track/6bTiJtfiyTEh4aPKJd5TtA
85159,200,Dark Maze,IBE,44407,https://open.spotify.com/track/2RKKSwCjzTbqYQYNqiX1sk
85528,169,Zo Ver Weg - Uit Liefde Voor Muziek,Regi,45766,https://open.spotify.com/track/22FsWs885OG0xIwTbEiAtw
85753,194,Nooit Alleen,Niels Destadsbader,44018,https://open.spotify.com/track/3J6Gqp7YzuVHRinrt166a0
86117,158,Heartbreaker,Loïc Nottet,51174,https://open.spotify.com/track/3XORxkPQFd8ZGN7wO5kJbs
87469,110,KENNY,Zwangere Guy,64370,https://open.spotify.com/track/2atAq7Xl8Kp2pHISlhLEmL
87482,123,KUTJAAR,Zwangere Guy,58236,https://open.spotify.com/track/3iZ0KTRfEThk720BJzoLND
87486,127,FALLY IPUPA,Zwangere Guy,57257,https://open.spotify.com/track/1ljvRiDGaRvJ5PgtCLZBdq
