"Year","TradeFlowName","TradeValue_in_1000_USD","NetWeight_in_KGM","first","second","third","fourth"
"2012","Import","10753.603","890008","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2012","Import","0.232","42","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2013","Export","1752.223","60793","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2013","Import","8317.567","708306","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2013","Import","0.383","20","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2014","Export","2824.379","112514","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2014","Export","0.05","57","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2014","Import","8412.836","738891","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2014","Import","2.769","637","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2015","Export","3730.001","175212","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2015","Export","0.827","191","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2015","Import","4979.148","409546","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2015","Import","0.132","24","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2016","Export","3519.88","138976","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2016","Export","2.772","1401","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2016","Import","1873.256","157477","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2016","Import","0.086","99","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2017","Export","4378.771","162717","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2017","Export","0.665","40","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2017","Import","4180.844","329355","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2017","Import","0.852","65","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2018","Export","4815.84","203529","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2018","Export","2.05","267","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2018","Import","4703.814","303442","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2018","Import","5.381","134","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2019","Export","4911.639","267550","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2019","Export","15.742","1179","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2019","Import","3748.163","258101","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2019","Import","5.096","","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2008","Export","2247.272","108257","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household metal furniture, nspf; ho"
"2008","Import","4745.162","360064","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household metal furniture, nspf; ho"
"2009","Export","996.967","48508","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household metal furniture, nspf; ho"
"2009","Import","4881.842","384355","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household metal furniture, nspf; ho"
"2010","Export","1242.604","54990","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household metal furniture, nspf; ho"
"2010","Import","9611.407","750795","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household metal furniture, nspf; ho"
"2011","Export","1484.375","66726","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household metal furniture, nspf; ho"
"2011","Import","14847.649","927278","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household metal furniture, nspf; ho"
"2012","Export","1313.758","36370","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household metal furniture, nspf; ho"
"2012","Import","9914.435","798131","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household metal furniture, nspf; ho"
"2013","Export","1496.579","43975","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household metal furniture, nspf; ho"
"2013","Import","7840.528","666906","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household metal furniture, nspf; ho"
"2014","Export","2003.115","61562","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household metal furniture, nspf; ho"
"2014","Import","8088.822","708440","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household metal furniture, nspf; ho"
"2015","Export","3137.886","151899","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household metal furniture, nspf; ho"
"2015","Import","4535.436","369601","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household metal furniture, nspf; ho"
"2016","Export","3093.734","114345","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household metal furniture, nspf; ho"
"2016","Import","1681.477","142363","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household metal furniture, nspf; ho"
"2017","Export","4037.172","137533","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household metal furniture, nspf; ho"
"2017","Import","3871.909","314472","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household metal furniture, nspf; ho"
"2018","Export","4472.301","172810","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household metal furniture, nspf; ho"
"2018","Import","3993.518","255151","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household metal furniture, nspf; ho"
"2019","Export","4375.329","195141","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household metal furniture, nspf; ho"
"2019","Import","3144.878","257533","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household metal furniture, nspf; ho"
"2008","Export","1339.766","294895","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Mattresses and bedsprings"
"2008","Import","369.92","31323","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Mattresses and bedsprings"
