Year,ProductCode,TradeFlowName,TradeValueK,first,second,third,fourth
2012,9100,Import,18561.8,9,91,910,9100
2009,2044,Import,406.539,2,20,204,2044
2014,2353,Export,391.285,2,23,235,2353
2016,2899,Import,146373.126,2,28,289,2899
2010,2021,Export,40.85,2,20,202,2021
2009,2621,Export,204199.525,2,26,262,2621
2015,2952,Import,1662.158,2,29,295,2952
2016,2393,Export,97.445,2,23,239,2393
2011,1061,Export,5174.174,1,10,106,1061
2019,3991,Import,4108.513,3,39,399,3991
2018,2077,Export,7839.777,2,20,207,2077
2015,2297,Import,30979.179,2,22,229,2297
2017,1099,Export,18634.353,1,10,109,1099
2017,0211,Export,61018.017,0,02,021,0211
2016,0139,Export,6899.448,0,01,013,0139
2018,2045,Import,349.408,2,20,204,2045
2018,2321,Import,4235.772,2,23,232,2321
2011,2655,Import,1056.953,2,26,265,2655
2019,3612,Import,1439.755,3,36,361,3612
2013,3991,Import,5144.869,3,39,399,3991
2012,3845,Import,149079.905,3,38,384,3845
2009,3743,Export,93081.951,3,37,374,3743
2009,3641,Import,86291.253,3,36,364,3641
2017,2843,Import,122508.567,2,28,284,2843
2010,3955,Import,10624.629,3,39,395,3955
2011,2515,Export,199.343,2,25,251,2515
2010,0119,Export,338.28,0,01,011,0119
2014,2392,Export,6649.374,2,23,239,2392
2009,1499,Export,237.716,1,14,149,1499
2010,2782,Export,21187.816,2,27,278,2782
2010,3431,Export,255.175,3,34,343,3431
2010,3021,Import,225.875,3,30,302,3021
2012,2392,Import,3025.416,2,23,239,2392
2017,2721,Import,509.035,2,27,272,2721
2019,3143,Import,45.545,3,31,314,3143
2008,2844,Export,5914.249,2,28,284,2844
2008,2077,Export,72.6,2,20,207,2077
2017,2741,Import,1780.502,2,27,274,2741
2014,2522,Export,0.394,2,25,252,2522
2010,2323,Export,2.357,2,23,232,2323
2017,2655,Export,63.439,2,26,265,2655
2014,0913,Import,45.283,0,09,091,0913
2014,3356,Import,46782.463,3,33,335,3356
2012,2621,Import,146985.657,2,26,262,2621
2008,2076,Export,7080.912,2,20,207,2076
2011,3845,Export,11170.036,3,38,384,3845
2017,2873,Export,321.429,2,28,287,2873
2014,2796,Export,491.299,2,27,279,2796
2008,2298,Import,5185.073,2,22,229,2298
2014,2436,Export,49476.528,2,24,243,2436
2018,1094,Import,0.042,1,10,109,1094
2016,2341,Export,648.624,2,23,234,2341
2008,2761,Export,0.1,2,27,276,2761
2015,3581,Import,443.39,3,35,358,3581
2018,3351,Import,5185.025,3,33,335,3351
2009,2079,Export,426.015,2,20,207,2079
2012,2273,Export,1721.376,2,22,227,2273
2014,2353,Import,450.214,2,23,235,2353
2011,2067,Import,23.055,2,20,206,2067
2008,3269,Import,4356.888,3,32,326,3269
2018,2386,Import,1.981,2,23,238,2386
2012,1479,Export,1026.739,1,14,147,1479
2016,2813,Export,664.35,2,28,281,2813
2010,2044,Export,2398.546,2,20,204,2044
2014,2037,Import,9229.703,2,20,203,2037
2016,3441,Export,15279.619,3,34,344,3441
2011,2621,Export,187368.63,2,26,262,2621
2018,3021,Export,32342.723,3,30,302,3021
2008,3321,Export,47536.53,3,33,332,3321
2016,3661,Export,14211.625,3,36,366,3661
2011,3949,Export,1477.585,3,39,394,3949
2015,3961,Export,5496.969,3,39,396,3961
2014,2098,Export,2052.899,2,20,209,2098
2011,2672,Export,3209.112,2,26,267,2672
2013,2037,Export,414149.751,2,20,203,2037
2019,3142,Import,131.065,3,31,314,3142
2019,0831,Import,4056.724,0,08,083,0831
2009,2851,Import,41805.502,2,28,285,2851
2018,2865,Export,78173.466,2,28,286,2865
2015,1311,Import,249593.359,1,13,131,1311
2017,2493,Import,37.87,2,24,249,2493
2009,1321,Export,174599.659,1,13,132,1321
2009,0211,Export,15167.264,0,02,021,0211
2017,2331,Import,436.461,2,23,233,2331
2019,2821,Import,1311733.135,2,28,282,2821
2019,3827,Import,4629.365,3,38,382,3827
2009,3334,Import,437.12,3,33,333,3334
2015,2676,Export,9.354,2,26,267,2676
2013,3142,Export,100674.791,3,31,314,3142
2012,0175,Import,15991.194,0,01,017,0175
2016,2074,Export,921.718,2,20,207,2074
2017,1021,Import,1.02,1,10,102,1021
2012,9900,Export,894.503,9,99,990,9900
2013,2086,Export,2782.496,2,20,208,2086
2013,2044,Import,448.539,2,20,204,2044
2014,2021,Import,17.096,2,20,202,2021
2010,0119,Import,770.501,0,01,011,0119
2008,2046,Export,6660.16,2,20,204,2046
2015,3953,Export,1.76,3,39,395,3953
2015,2813,Import,23281.598,2,28,281,2813
2017,2384,Import,0.019,2,23,238,2384
2017,2842,Export,688.99,2,28,284,2842
2008,2099,Import,6777.833,2,20,209,2099
2017,2321,Import,3262.598,2,23,232,2321
2015,2211,Export,1753.845,2,22,221,2211
2016,2821,Export,335366.488,2,28,282,2821
2008,1041,Import,0.074,1,10,104,1041
2016,2834,Import,741218.25,2,28,283,2834
2012,2257,Export,3722.472,2,22,225,2257
2017,2273,Import,6273.981,2,22,227,2273
2014,2337,Import,297.064,2,23,233,2337
2010,1479,Export,3770.844,1,14,147,1479
2009,3552,Import,48056.795,3,35,355,3552
2009,2385,Import,316.536,2,23,238,2385
2013,2851,Import,73895.141,2,28,285,2851
2019,2022,Export,1816.344,2,20,202,2022
2018,2451,Import,727.246,2,24,245,2451
2013,2675,Import,1789.012,2,26,267,2675
2015,2822,Export,71266.085,2,28,282,2822
2008,1321,Import,1162443.533,1,13,132,1321
2010,3354,Import,20250.885,3,33,335,3354
2013,2891,Import,38402.881,2,28,289,2891
2009,2321,Import,472.003,2,23,232,2321
2009,2813,Import,9894.96,2,28,281,2813
2015,3915,Export,57181.666,3,39,391,3915
2009,2515,Export,908.158,2,25,251,2515
2008,3351,Export,26008.918,3,33,335,3351
2014,2097,Export,0.079,2,20,209,2097
2018,0174,Export,144.784,0,01,017,0174
2017,2325,Import,165.593,2,23,232,2325
2009,2231,Import,5566.375,2,22,223,2231
2008,2024,Export,62.944,2,20,202,2024
2019,2672,Export,16318,2,26,267,2672
2010,2321,Export,2328.751,2,23,232,2321
2018,2394,Export,85.011,2,23,239,2394
2011,3425,Import,8393.488,3,34,342,3425
2008,2841,Import,19070.097,2,28,284,2841
2018,2892,Export,2890.071,2,28,289,2892
2018,2077,Import,34.131,2,20,207,2077
2016,2064,Import,1477.832,2,20,206,2064
2018,2047,Export,837.313,2,20,204,2047
2019,3961,Import,178.69,3,39,396,3961
2019,2051,Import,547.514,2,20,205,2051
2013,2311,Export,899.602,2,23,231,2311
2013,3492,Import,133728.931,3,34,349,3492
2012,2599,Export,92674.736,2,25,259,2599
2011,3792,Import,620.046,3,37,379,3792
2019,2656,Export,521.745,2,26,265,2656
2010,3351,Import,16041.904,3,33,335,3351
2019,1411,Export,3277.16,1,14,141,1411
2008,2096,Import,603.724,2,20,209,2096
2017,2677,Export,1.861,2,26,267,2677
2014,2819,Import,437093.396,2,28,281,2819
2010,2431,Import,226.682,2,24,243,2431
2016,2591,Export,6575.222,2,25,259,2591
2008,2677,Import,43.505,2,26,267,2677
2010,1459,Import,7919.933,1,14,145,1459
2009,2844,Import,69496.717,2,28,284,2844
2012,3482,Export,30814.8,3,34,348,3482
2015,2098,Import,0.065,2,20,209,2098
2019,0912,Import,8843.66,0,09,091,0912
2019,2673,Import,6132.944,2,26,267,2673
2009,2823,Import,3452.573,2,28,282,2823
2008,2448,Export,254.52,2,24,244,2448
2019,2834,Import,785759.427,2,28,283,2834
2019,2893,Import,20472.319,2,28,289,2893
2016,2652,Import,1161.638,2,26,265,2652
2011,0831,Import,5840.932,0,08,083,0831
2009,2221,Export,4230.02,2,22,222,2221
2008,2611,Export,791125.692,2,26,261,2611
2008,3953,Import,107.464,3,39,395,3953
2019,2037,Import,5028.949,2,20,203,2037
2017,2599,Export,168290.18,2,25,259,2599
2017,2865,Import,221477.395,2,28,286,2865
2011,1321,Export,17865.748,1,13,132,1321
2013,2834,Import,793176.134,2,28,283,2834
2013,2062,Import,2694.134,2,20,206,2062
2008,2284,Export,665.884,2,22,228,2284
2011,0161,Export,1342.509,0,01,016,0161
2014,2771,Export,13.384,2,27,277,2771
2010,3081,Import,106131.719,3,30,308,3081
2008,2066,Export,108176.034,2,20,206,2066
2018,2657,Import,308.742,2,26,265,2657
2013,3953,Import,17.936,3,39,395,3953
2015,2389,Import,258.246,2,23,238,2389
2011,3825,Import,215437.538,3,38,382,3825
2016,2321,Import,1206.065,2,23,232,2321
2010,2599,Import,99018.428,2,25,259,2599
2016,2451,Import,242.016,2,24,245,2451
2011,2873,Export,0.609,2,28,287,2873
2010,3253,Import,13.496,3,32,325,3253
2016,2893,Import,23879.765,2,28,289,2893
2018,0179,Export,805604.199,0,01,017,0179
2018,1099,Import,119.339,1,10,109,1099
2013,0831,Import,10911.415,0,08,083,0831
2008,2298,Export,62148.842,2,22,229,2298
2012,2515,Import,839.4,2,25,251,2515
2016,3199,Import,60.138,3,31,319,3199
2014,3199,Import,90.976,3,31,319,3199
2016,2653,Export,71.119,2,26,265,2653
2010,2034,Export,1604.96,2,20,203,2034
2011,2842,Export,271.427,2,28,284,2842
2018,1321,Export,783936.319,1,13,132,1321
2018,0271,Export,120.972,0,02,027,0271
2017,1411,Export,3924.446,1,14,141,1411
2013,2353,Import,369.912,2,23,235,2353
2008,2731,Import,24678.357,2,27,273,2731
2015,2341,Export,606.069,2,23,234,2341
2010,0116,Export,58.692,0,01,011,0116
2017,2311,Export,763.634,2,23,231,2311
2015,3171,Import,600.902,3,31,317,3171
2011,2821,Import,1566476.237,2,28,282,2821
2018,2096,Import,651.55,2,20,209,2096
2013,2311,Import,471.409,2,23,231,2311
2015,2731,Export,2042.404,2,27,273,2731
2016,2675,Export,36.923,2,26,267,2675
2019,2341,Export,580.919,2,23,234,2341
2016,2111,Import,247.101,2,21,211,2111
2008,1411,Export,3057.585,1,14,141,1411
2008,3081,Import,103157.41,3,30,308,3081
2017,2323,Import,10.892,2,23,232,2323
2014,2434,Import,188.439,2,24,243,2434
2012,3641,Import,80300.731,3,36,364,3641
2013,2824,Export,1171.862,2,28,282,2824
2017,2448,Export,830.203,2,24,244,2448
2009,3312,Export,918406.256,3,33,331,3312
2008,2999,Import,153476.024,2,29,299,2999
2013,2342,Import,171.781,2,23,234,2342
2013,2211,Export,1987.645,2,22,221,2211
2015,3743,Import,226369.803,3,37,374,3743
2014,1311,Export,3407143.867,1,13,131,1311
2019,1311,Import,915304.943,1,13,131,1311
2017,2395,Import,391.037,2,23,239,2395
2014,3621,Export,466055.912,3,36,362,3621
2008,2241,Import,15274.294,2,22,224,2241
2019,3465,Export,21781.719,3,34,346,3465
2014,2041,Import,741.649,2,20,204,2041
2014,2819,Export,121613.231,2,28,281,2819
2010,2032,Export,224.235,2,20,203,2032
2015,2599,Import,103880.959,2,25,259,2599
2010,3423,Import,16437.268,3,34,342,3423
2014,2874,Import,759805.318,2,28,287,2874
2016,2448,Import,1.607,2,24,244,2448
2013,1031,Import,0.122,1,10,103,1031
2010,2434,Import,40.654,2,24,243,2434
2013,2064,Export,38557.219,2,20,206,2064
2019,3593,Export,34074.517,3,35,359,3593
2012,2321,Import,1996.318,2,23,232,2321
2019,2652,Import,3353.009,2,26,265,2652
2012,2448,Import,5.089,2,24,244,2448
2012,2384,Import,0.074,2,23,238,2384
2017,3552,Export,1441.428,3,35,355,3552
2018,2066,Export,58020.078,2,20,206,2066
2013,3011,Import,161649.56,3,30,301,3011
2017,3011,Export,328989.409,3,30,301,3011
2013,1411,Export,521.965,1,14,141,1411
2012,2836,Import,522461.72,2,28,283,2836
2017,2782,Export,13496.453,2,27,278,2782
2016,2796,Export,131.575,2,27,279,2796
2018,3131,Export,4565.895,3,31,313,3131
2012,2231,Import,9159.892,2,22,223,2231
2016,2391,Export,430.02,2,23,239,2391
2016,2062,Export,170810.347,2,20,206,2062
2009,1099,Import,313.147,1,10,109,1099
2013,2752,Import,17518.259,2,27,275,2752
2010,2542,Export,1106.353,2,25,254,2542
2018,0173,Export,15880.761,0,01,017,0173
2008,2311,Import,157.01,2,23,231,2311
2014,3792,Import,77.306,3,37,379,3792
2019,3412,Export,105.363,3,34,341,3412
2010,2087,Import,16388.931,2,20,208,2087
2017,3845,Export,16354.801,3,38,384,3845
2011,2141,Import,324.668,2,21,214,2141
2016,0139,Import,11045.077,0,01,013,0139
2009,3264,Import,10426.255,3,32,326,3264
2014,2329,Export,394.177,2,23,232,2329
2009,3143,Export,88501.546,3,31,314,3143
2011,2325,Export,543.483,2,23,232,2325
2010,2493,Export,23986.801,2,24,249,2493
2010,3452,Export,14853.746,3,34,345,3452
2008,2221,Import,17115.152,2,22,222,2221
2009,0175,Export,256.216,0,01,017,0175
2010,2297,Import,28865.61,2,22,229,2297
2014,2321,Export,2781.376,2,23,232,2321
2008,2281,Export,1238.007,2,22,228,2281
2015,2861,Export,10331.37,2,28,286,2861
2016,3271,Import,16.508,3,32,327,3271
2017,2999,Import,60886.149,2,29,299,2999
2016,2322,Export,71.442,2,23,232,2322
2015,2874,Export,1820.394,2,28,287,2874
2018,2631,Import,160.586,2,26,263,2631
2018,1061,Export,1932.695,1,10,106,1061
2015,2076,Import,3729.476,2,20,207,2076
2015,3661,Export,18467.362,3,36,366,3661
2012,3171,Import,1065.628,3,31,317,3171
2011,0912,Import,2048.869,0,09,091,0912
2009,2284,Import,546.469,2,22,228,2284
2014,1499,Export,6790.63,1,14,149,1499
2015,2011,Import,26097.055,2,20,201,2011
2019,2041,Import,345.404,2,20,204,2041
2014,3423,Export,14273.856,3,34,342,3423
2010,0919,Export,390.442,0,09,091,0919
2014,0179,Export,1224205.228,0,01,017,0179
2015,2436,Import,438.048,2,24,243,2436
2019,2677,Import,26.94,2,26,267,2677
2018,2599,Import,48522.94,2,25,259,2599
2011,2895,Export,2286.417,2,28,289,2895
2017,2879,Export,9311.204,2,28,287,2879
2014,2241,Export,11266.03,2,22,224,2241
2019,2257,Export,5616.062,2,22,225,2257
2011,2076,Import,2998.612,2,20,207,2076
2016,2281,Export,677.181,2,22,228,2281
2010,2298,Import,4474.344,2,22,229,2298
2014,3829,Export,6262.67,3,38,382,3829
2009,1411,Import,411.127,1,14,141,1411
2019,0259,Import,36903.379,0,02,025,0259
2015,3931,Import,7068.211,3,39,393,3931
2011,2434,Export,815.378,2,24,243,2434
2009,2812,Export,700.759,2,28,281,2812
2017,2015,Import,32.993,2,20,201,2015
2017,2211,Export,1644.339,2,22,221,2211
2017,3991,Import,4893.351,3,39,399,3991
2016,2035,Export,978.784,2,20,203,2035
2010,3845,Export,4528.605,3,38,384,3845
2011,2045,Export,326.85,2,20,204,2045
2009,2833,Import,535844.705,2,28,283,2833
2013,2033,Export,65004.379,2,20,203,2033
2009,3873,Export,291.969,3,38,387,3873
2009,3465,Import,23896.31,3,34,346,3465
2013,2211,Import,12564.619,2,22,221,2211
2012,3621,Import,305672.657,3,36,362,3621
2012,0132,Export,367186.669,0,01,013,0132
2019,3822,Import,3898.534,3,38,382,3822
2013,3241,Export,28.577,3,32,324,3241
2012,2822,Export,100613.32,2,28,282,2822
2012,2035,Import,10514.324,2,20,203,2035
2012,2434,Import,15.081,2,24,243,2434
2010,2515,Import,435.126,2,25,251,2515
2014,2381,Export,61.646,2,23,238,2381
2015,3822,Export,1714.028,3,38,382,3822
2010,3351,Export,28482.829,3,33,335,3351
2018,0279,Export,73790.549,0,02,027,0279
2013,0134,Import,669.345,0,01,013,0134
2012,2842,Import,17517.158,2,28,284,2842
2012,2399,Export,641.583,2,23,239,2399
2010,2077,Export,155.502,2,20,207,2077
2010,2396,Import,27.236,2,23,239,2396
2019,2873,Export,529.241,2,28,287,2873
2009,3357,Import,75653.744,3,33,335,3357
2015,2426,Export,17853.613,2,24,242,2426
2008,2026,Export,911.954,2,20,202,2026
2010,9900,Import,327.873,9,99,990,9900
2017,3253,Import,23.484,3,32,325,3253
2017,0175,Import,6285.625,0,01,017,0175
2018,2297,Import,24648.161,2,22,229,2297
2013,3199,Export,108.957,3,31,319,3199
2018,2899,Export,170486.652,2,28,289,2899
2016,3321,Export,26408.974,3,33,332,3321
2008,2211,Export,37008.958,2,22,221,2211
2016,2394,Export,102.446,2,23,239,2394
2017,2451,Import,616.186,2,24,245,2451
2012,2097,Export,206.346,2,20,209,2097
2015,0172,Export,1643.93,0,01,017,0172
2019,3581,Import,587.74,3,35,358,3581
2010,2331,Export,2832.118,2,23,233,2331
2012,3151,Export,0.276,3,31,315,3151
2011,9200,Export,25699.627,9,92,920,9200
2011,2062,Export,316519.022,2,20,206,2062
2011,2339,Import,61.713,2,23,233,2339
2008,2015,Import,0.611,2,20,201,2015
2009,2391,Export,77.135,2,23,239,2391
2011,2394,Import,130.598,2,23,239,2394
2011,2435,Export,6310.869,2,24,243,2435
2015,2895,Export,1260.355,2,28,289,2895
2012,2033,Import,16685.875,2,20,203,2033
2016,3171,Export,734.243,3,31,317,3171
2015,1231,Import,2231.392,1,12,123,1231
2009,3081,Export,33851.785,3,30,308,3081
2015,2371,Export,1929.089,2,23,237,2371
2015,2771,Export,5.026,2,27,277,2771
2019,9200,Import,9815.129,9,92,920,9200
2011,2096,Export,313.045,2,20,209,2096
2012,2439,Export,15595.592,2,24,243,2439
2015,3452,Import,158184.594,3,34,345,3452
2017,3069,Import,52082.578,3,30,306,3069
2014,2891,Export,959.258,2,28,289,2891
2008,2834,Export,34977.701,2,28,283,2834
2014,2046,Import,21395.926,2,20,204,2046
2016,2064,Export,28845.824,2,20,206,2064
2016,3991,Export,1585.228,3,39,399,3991
2013,2448,Import,0.046,2,24,244,2448
2016,2653,Import,274.722,2,26,265,2653
2012,1099,Import,813.42,1,10,109,1099
2018,3914,Export,2238.307,3,39,391,3914
2011,2514,Import,14847.649,2,25,251,2514
2012,3357,Export,25343.113,3,33,335,3357
2009,2393,Import,313.27,2,23,239,2393
2017,2131,Import,46.107,2,21,213,2131
2019,2752,Export,2964.016,2,27,275,2752
2016,1446,Export,12.755,1,14,144,1446
2013,3241,Import,6757.391,3,32,324,3241
2014,2679,Import,4953.185,2,26,267,2679
2019,0111,Import,89637.062,0,01,011,0111
2009,2371,Import,0.557,2,23,237,2371
2015,2335,Export,1516.121,2,23,233,2335
2013,2771,Export,11.3,2,27,277,2771
2018,2037,Import,5420.293,2,20,203,2037
2013,2284,Import,1296.012,2,22,228,2284
2013,2051,Import,109.471,2,20,205,2051
2017,2353,Import,167.908,2,23,235,2353
2017,2678,Import,0.57,2,26,267,2678
2018,2385,Import,241.413,2,23,238,2385
2009,2653,Export,313.418,2,26,265,2653
2015,0132,Export,224291.902,0,01,013,0132
2008,2322,Export,81.009,2,23,232,2322
2015,2341,Import,404.349,2,23,234,2341
2015,3142,Export,106176.281,3,31,314,3142
2019,2111,Import,331.99,2,21,211,2111
2010,3412,Export,63.555,3,34,341,3412
2013,1099,Import,1242.002,1,10,109,1099
2009,2999,Import,106655.228,2,29,299,2999
2014,0831,Import,6075.742,0,08,083,0831
2015,2752,Export,6018.742,2,27,275,2752
2019,2869,Export,257946.028,2,28,286,2869
2016,2296,Import,17510.483,2,22,229,2296
2016,9900,Export,815.202,9,99,990,9900
2010,2385,Import,169.789,2,23,238,2385
2009,1011,Export,23909.162,1,10,101,1011
2016,3351,Import,4313.654,3,33,335,3351
2011,2655,Export,23.346,2,26,265,2655
2014,2051,Export,25259.113,2,20,205,2051
2008,3356,Export,612967.468,3,33,335,3356
2015,2675,Import,1935.653,2,26,267,2675
2011,2341,Import,831.706,2,23,234,2341
2009,3423,Export,9428.53,3,34,342,3423
2011,2321,Export,2458.556,2,23,232,2321
2008,1475,Import,1.861,1,14,147,1475
2013,2951,Import,915.82,2,29,295,2951
2011,2077,Export,25.867,2,20,207,2077
2011,3671,Import,4038.095,3,36,367,3671
2010,3965,Export,1411.604,3,39,396,3965
2019,2131,Export,764.16,2,21,213,2131
2016,2822,Export,51885.135,2,28,282,2822
2015,2066,Export,93582.667,2,20,206,2066
2009,9100,Import,11465.715,9,91,910,9100
2012,1061,Import,12622.851,1,10,106,1061
2016,3944,Export,581.266,3,39,394,3944
2015,2522,Export,26.616,2,25,252,2522
2011,0272,Export,1331.472,0,02,027,0272
2013,0211,Export,27794.816,0,02,021,0211
2008,3661,Import,46875.174,3,36,366,3661
2011,0271,Import,88.775,0,02,027,0271
2019,1031,Import,6010.045,1,10,103,1031
2008,3292,Import,4168.808,3,32,329,3292
2013,2295,Import,10222.165,2,22,229,2295
2018,3482,Import,1332.299,3,34,348,3482
2018,3292,Import,8790.326,3,32,329,3292
2015,3142,Import,9.744,3,31,314,3142
2018,3142,Export,95702.108,3,31,314,3142
2014,2999,Import,72870.167,2,29,299,2999
2009,2077,Export,18.836,2,20,207,2077
2019,2836,Import,622248.012,2,28,283,2836
2015,2499,Import,595.732,2,24,249,2499
2017,3441,Import,4135.224,3,34,344,3441
2011,3143,Import,19.527,3,31,314,3143
2013,0171,Export,16.158,0,01,017,0171
2016,2752,Import,10983.451,2,27,275,2752
2017,2011,Export,320483.132,2,20,201,2011
2019,2064,Export,36539.224,2,20,206,2064
2019,2046,Import,9566.173,2,20,204,2046
2009,3822,Export,1262.994,3,38,382,3822
2010,3011,Import,108221.91,3,30,301,3011
2013,2899,Import,216564.916,2,28,289,2899
2010,3334,Import,5698.764,3,33,333,3334
2016,2095,Import,1965.803,2,20,209,2095
2017,2822,Import,218180.027,2,28,282,2822
2011,2426,Import,851.035,2,24,242,2426
2008,3955,Import,5593.694,3,39,395,3955
2014,2022,Import,6639.13,2,20,202,2022
2014,3873,Import,1791.887,3,38,387,3873
2015,2084,Export,910.524,2,20,208,2084
2012,2026,Import,538.579,2,20,202,2026
2010,0913,Export,79457.461,0,09,091,0913
2010,2098,Import,19.932,2,20,209,2098
2008,2439,Import,34.104,2,24,243,2439
2012,2822,Import,321955.792,2,28,282,2822
2012,2032,Import,466.318,2,20,203,2032
2016,2411,Export,316372.873,2,24,241,2411
2018,3331,Import,1572.476,3,33,333,3331
2011,3671,Export,36.168,3,36,367,3671
2008,0919,Export,220.543,0,09,091,0919
2009,3312,Import,219947.317,3,33,331,3312
2012,2342,Import,143.489,2,23,234,2342
2015,1221,Export,0.021,1,12,122,1221
2018,2211,Import,10811.398,2,22,221,2211
2009,3845,Export,5657.709,3,38,384,3845
2015,0273,Import,186.138,0,02,027,0273
2010,0115,Import,1302.647,0,01,011,0115
2016,2621,Export,138341.039,2,26,262,2621
2011,1455,Export,50524.979,1,14,145,1455
2016,2861,Import,8335.787,2,28,286,2861
2019,2258,Import,47.684,2,22,225,2258
2014,2851,Export,8734.934,2,28,285,2851
2009,0912,Export,22795.437,0,09,091,0912
2014,1231,Import,2091.635,1,12,123,1231
2013,3671,Import,4478.245,3,36,367,3671
2013,2221,Export,1238.35,2,22,222,2221
2017,2034,Import,3604.776,2,20,203,2034
2008,0115,Export,9643.475,0,01,011,0115
2014,2436,Import,411.474,2,24,243,2436
2017,2874,Import,704292.505,2,28,287,2874
2009,3944,Import,3209.991,3,39,394,3944
2009,2679,Import,2006.473,2,26,267,2679
2017,0273,Import,158.967,0,02,027,0273
2014,1479,Import,128386.973,1,14,147,1479
2013,2095,Import,1261.727,2,20,209,2095
2011,0172,Import,16.288,0,01,017,0172
2016,2046,Export,10302.06,2,20,204,2046
2010,2843,Export,5631.467,2,28,284,2843
2008,3423,Export,11501.753,3,34,342,3423
2012,2611,Import,170247.118,2,26,261,2611
2017,2024,Import,3198.199,2,20,202,2024
2017,2819,Import,311865.989,2,28,281,2819
2018,0272,Import,1920.038,0,02,027,0272
2010,2083,Import,518.908,2,20,208,2083
2012,2833,Import,603435.681,2,28,283,2833
2008,2655,Import,4.945,2,26,265,2655
2014,1061,Export,43128.616,1,10,106,1061
2016,2034,Export,5202.979,2,20,203,2034
2010,3199,Export,286.298,3,31,319,3199
2013,2656,Import,595.181,2,26,265,2656
2015,2741,Import,2244.212,2,27,274,2741
2015,3334,Export,1173.879,3,33,333,3334
2016,3321,Import,25824.749,3,33,332,3321
2009,3131,Export,64036.494,3,31,313,3131
2016,2752,Export,3774.721,2,27,275,2752
2018,2396,Import,634.174,2,23,239,2396
2013,2342,Export,628.677,2,23,234,2342
2018,2542,Import,1528.524,2,25,254,2542
2009,2823,Export,164.407,2,28,282,2823
2013,0174,Import,21.524,0,01,017,0174
2011,3826,Import,90586.975,3,38,382,3826
2008,2822,Import,271784.633,2,28,282,2822
2017,2098,Export,610.975,2,20,209,2098
2014,2111,Import,500.079,2,21,211,2111
2012,3731,Import,12557.262,3,37,373,3731
2012,2045,Import,684.249,2,20,204,2045
2009,3721,Import,601928.958,3,37,372,3721
2019,2865,Import,497462.81,2,28,286,2865
2017,0119,Export,623.069,0,01,011,0119
2008,9200,Export,4906.262,9,92,920,9200
2011,1011,Export,86209.937,1,10,101,1011
2014,2657,Export,147.269,2,26,265,2657
2014,3264,Import,9619.605,3,32,326,3264
2017,2874,Export,1948.219,2,28,287,2874
2011,2111,Export,0.025,2,21,211,2111
2011,0174,Export,2.414,0,01,017,0174
2009,2389,Import,268.039,2,23,238,2389
2017,3357,Export,33709.734,3,33,335,3357
2019,0172,Export,16239.149,0,01,017,0172
2016,3914,Import,82.385,3,39,391,3914
2019,3423,Export,11697.216,3,34,342,3423
2008,2836,Import,327136.132,2,28,283,2836
2014,2281,Import,1401.592,2,22,228,2281
2012,2067,Import,52.073,2,20,206,2067
2009,3953,Import,59.462,3,39,395,3953
2011,2329,Import,109.146,2,23,232,2329
2018,2396,Export,89.791,2,23,239,2396
2008,0173,Import,3785.439,0,01,017,0173
2013,2895,Export,8.384,2,28,289,2895
2019,3721,Import,347454.855,3,37,372,3721
2013,3423,Export,9217.356,3,34,342,3423
2013,2045,Export,273.938,2,20,204,2045
2009,2678,Import,1.792,2,26,267,2678
2019,2386,Export,218.909,2,23,238,2386
2014,3915,Import,4508.121,3,39,391,3915
2019,2869,Import,830584.523,2,28,286,2869
2015,2673,Import,10482.729,2,26,267,2673
2009,1311,Export,2385615.951,1,13,131,1311
2014,0171,Export,6.127,0,01,017,0171
2018,3069,Import,56391.263,3,30,306,3069
2018,2098,Import,536.502,2,20,209,2098
2018,2771,Import,7.293,2,27,277,2771
2019,3253,Import,8.976,3,32,325,3253
2014,0912,Export,33502.524,0,09,091,0912
2017,2674,Import,0.805,2,26,267,2674
2014,3069,Export,29178.903,3,30,306,3069
2011,0279,Export,47291.104,0,02,027,0279
2011,3822,Import,8040.447,3,38,382,3822
2019,2674,Import,1.07,2,26,267,2674
2013,3915,Import,9903.848,3,39,391,3915
2015,9100,Import,3827.134,9,91,910,9100
2009,2335,Import,458.545,2,23,233,2335
2011,2796,Import,223.784,2,27,279,2796
2010,2393,Import,294.863,2,23,239,2393
2008,3334,Import,4323.9,3,33,333,3334
2015,3199,Import,78.672,3,31,319,3199
2012,1411,Export,612.376,1,14,141,1411
2018,3961,Export,4369.48,3,39,396,3961
2019,2952,Import,1718.537,2,29,295,2952
2016,2096,Export,1620.029,2,20,209,2096
2010,2386,Import,71.806,2,23,238,2386
2012,3721,Export,968280.938,3,37,372,3721
2017,2335,Import,271.515,2,23,233,2335
2011,2091,Import,44.343,2,20,209,2091
2011,3354,Export,1337.174,3,33,335,3354
2010,2752,Import,12169.031,2,27,275,2752
2016,2841,Export,970.97,2,28,284,2841
2018,1455,Import,8436.646,1,14,145,1455
2010,2396,Export,52.559,2,23,239,2396
2011,2298,Export,39282.513,2,22,229,2298
2014,1429,Export,11.96,1,14,142,1429
2018,2591,Export,7134.274,2,25,259,2591
2018,0182,Export,1.762,0,01,018,0182
2012,0211,Export,22085.122,0,02,021,0211
2019,2068,Import,14571.146,2,20,206,2068
2008,2522,Export,0.002,2,25,252,2522
