Year,TradeFlowName,TradeValueK,first,second,third,fourth
2019,Export,1.556,"Agricultural, forestry, and fishery",Livestock and livestock products,Poultry and eggs,Poultry and eggs
2019,Import,36903.379,"Agricultural, forestry, and fishery",Livestock and livestock products,Poultry and eggs,Poultry and eggs
2008,Export,2359.526,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2008,Export,32919.877,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2008,Import,1804.469,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2008,Import,110.528,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2009,Export,1793.237,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2009,Export,42374.049,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2009,Import,1357.078,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2009,Import,133.401,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2010,Export,1389.637,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2010,Export,30710.93,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2010,Import,3243.624,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2010,Import,174.557,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2011,Export,1385.019,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2011,Export,47921.632,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2011,Import,3972.671,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2011,Import,181.477,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2012,Export,805.325,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2012,Export,36327.264,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2012,Import,3082.77,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2012,Import,232.619,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2013,Export,1765.423,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2013,Export,40321.342,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2013,Import,2397.327,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2013,Import,326.679,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2014,Export,2449.518,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2014,Export,75009.45,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2014,Import,2860.647,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2014,Import,310.552,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2015,Export,2276.07,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2015,Export,58141.116,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2015,Import,1397.822,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2015,Import,240.777,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2016,Export,4725.54,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2016,Export,76158.415,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2016,Import,1412.637,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2016,Import,151.609,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2017,Export,5450.475,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2017,Export,104579.703,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2017,Import,3033.183,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2017,Import,158.967,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2018,Export,4998.19,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2018,Export,74347.967,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2018,Export,0.079,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2018,Import,2082.621,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2018,Import,108.319,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2019,Export,9213.498,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2019,Export,54899.623,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2019,Import,1917.967,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2019,Import,56.952,"Agricultural, forestry, and fishery",Livestock and livestock products,Animal specialties,Animal specialties
2008,Export,44.872,"Agricultural, forestry, and fishery","Forestry products, nspf",Timber tracts,Timber tracts
2008,Import,0.034,"Agricultural, forestry, and fishery","Forestry products, nspf",Timber tracts,Timber tracts
2009,Export,45.18,"Agricultural, forestry, and fishery","Forestry products, nspf",Timber tracts,Timber tracts
2009,Import,0.021,"Agricultural, forestry, and fishery","Forestry products, nspf",Timber tracts,Timber tracts
2010,Export,79.025,"Agricultural, forestry, and fishery","Forestry products, nspf",Timber tracts,Timber tracts
2010,Import,0.182,"Agricultural, forestry, and fishery","Forestry products, nspf",Timber tracts,Timber tracts
2011,Export,56.707,"Agricultural, forestry, and fishery","Forestry products, nspf",Timber tracts,Timber tracts
2011,Import,0.351,"Agricultural, forestry, and fishery","Forestry products, nspf",Timber tracts,Timber tracts
2012,Export,287.39,"Agricultural, forestry, and fishery","Forestry products, nspf",Timber tracts,Timber tracts
2012,Import,0.108,"Agricultural, forestry, and fishery","Forestry products, nspf",Timber tracts,Timber tracts
2013,Export,159.119,"Agricultural, forestry, and fishery","Forestry products, nspf",Timber tracts,Timber tracts
2013,Import,17.013,"Agricultural, forestry, and fishery","Forestry products, nspf",Timber tracts,Timber tracts
2014,Export,231.264,"Agricultural, forestry, and fishery","Forestry products, nspf",Timber tracts,Timber tracts
2015,Export,244.806,"Agricultural, forestry, and fishery","Forestry products, nspf",Timber tracts,Timber tracts
2015,Import,51.17,"Agricultural, forestry, and fishery","Forestry products, nspf",Timber tracts,Timber tracts
2016,Export,196.848,"Agricultural, forestry, and fishery","Forestry products, nspf",Timber tracts,Timber tracts
2017,Export,350.374,"Agricultural, forestry, and fishery","Forestry products, nspf",Timber tracts,Timber tracts
2018,Export,371.879,"Agricultural, forestry, and fishery","Forestry products, nspf",Timber tracts,Timber tracts
2018,Import,2.959,"Agricultural, forestry, and fishery","Forestry products, nspf",Timber tracts,Timber tracts
2019,Export,430.78,"Agricultural, forestry, and fishery","Forestry products, nspf",Timber tracts,Timber tracts
2008,Export,162471.775,Mineral commodities,Metallic ores and concentrates,"Iron ore, including manganiferous i","Iron ore, including manganiferous i"
2008,Import,0.087,Mineral commodities,Metallic ores and concentrates,"Iron ore, including manganiferous i","Iron ore, including manganiferous i"
2009,Export,23909.162,Mineral commodities,Metallic ores and concentrates,"Iron ore, including manganiferous i","Iron ore, including manganiferous i"
2009,Import,0.519,Mineral commodities,Metallic ores and concentrates,"Iron ore, including manganiferous i","Iron ore, including manganiferous i"
2010,Export,82681.697,Mineral commodities,Metallic ores and concentrates,"Iron ore, including manganiferous i","Iron ore, including manganiferous i"
2010,Import,0.033,Mineral commodities,Metallic ores and concentrates,"Iron ore, including manganiferous i","Iron ore, including manganiferous i"
2011,Export,86209.937,Mineral commodities,Metallic ores and concentrates,"Iron ore, including manganiferous i","Iron ore, including manganiferous i"
2011,Import,0.933,Mineral commodities,Metallic ores and concentrates,"Iron ore, including manganiferous i","Iron ore, including manganiferous i"
2012,Export,54668.915,Mineral commodities,Metallic ores and concentrates,"Iron ore, including manganiferous i","Iron ore, including manganiferous i"
2012,Import,0.062,Mineral commodities,Metallic ores and concentrates,"Iron ore, including manganiferous i","Iron ore, including manganiferous i"
2013,Export,31219.061,Mineral commodities,Metallic ores and concentrates,"Iron ore, including manganiferous i","Iron ore, including manganiferous i"
2013,Import,3.549,Mineral commodities,Metallic ores and concentrates,"Iron ore, including manganiferous i","Iron ore, including manganiferous i"
2014,Export,200994.688,Mineral commodities,Metallic ores and concentrates,"Iron ore, including manganiferous i","Iron ore, including manganiferous i"
2014,Import,0.671,Mineral commodities,Metallic ores and concentrates,"Iron ore, including manganiferous i","Iron ore, including manganiferous i"
2015,Export,142126.49,Mineral commodities,Metallic ores and concentrates,"Iron ore, including manganiferous i","Iron ore, including manganiferous i"
